student_id,cgpa,skills,projects_count,domain_interest,certifications,experience_level,communication_skill,hackathons,github_score,internship_role
7872,9.65,Python|ML|Pandas,4,Machine Learning,3,Intermediate,9,0,32,ML Intern
7873,6.12,Python|AI|Deep Learning,2,AI,4,Intermediate,10,5,76,AI Intern
7874,9.51,Python|AI|Deep Learning,1,Data Analysis,0,Beginner,7,1,59,Data Analyst Intern
7875,9.17,Python|ML|Pandas,3,Machine Learning,0,Advanced,9,2,74,ML Intern
7876,6.64,C|C++|DSA,1,Data Science,5,Beginner,6,4,73,Data Science Intern
7877,6.64,Python|SQL|Tableau,2,Software Development,2,Intermediate,5,5,89,SDE Intern
7878,7.29,Python|SQL|Tableau,2,Data Analysis,2,Beginner,9,0,76,Data Analyst Intern
7879,9.76,React|Node.js,1,AI,3,Advanced,4,5,86,AI Intern
7880,7.96,Python|ML|Data Analysis,4,Web Development,3,Intermediate,4,0,71,Frontend Intern
7881,6.63,Python|DL|NLP,3,Web Development,1,Advanced,9,0,60,Frontend Intern
7882,8.6,Python|DL|NLP,2,Data Science,3,Intermediate,7,0,100,Data Science Intern
7883,8.41,C|C++|DSA,6,Web Development,2,Advanced,4,1,86,Frontend Intern
7884,8.02,Python|ML|Data Analysis,3,AI,5,Advanced,5,0,57,AI Intern
7885,7.92,React|Node.js,5,AI,0,Intermediate,9,2,65,AI Intern
7886,9.27,Python|ML|Data Analysis,6,AI,5,Beginner,5,3,40,AI Intern
7887,9.18,C++|DSA,3,Web Development,1,Beginner,4,2,100,Full Stack Intern
7888,7.45,Python|DL|NLP,6,Software Development,2,Beginner,8,2,58,SDE Intern
7889,7.1,Python|AI|Deep Learning,1,Data Analysis,4,Advanced,9,2,91,Data Analyst Intern
7890,7.93,HTML|CSS|Bootstrap,2,Machine Learning,0,Intermediate,4,2,42,ML Intern
7891,7.37,Python|AI|Deep Learning,1,Data Science,2,Intermediate,5,5,45,Data Science Intern
7892,9.22,HTML|CSS|JS,5,Software Development,3,Advanced,9,5,71,SDE Intern
7893,8.12,Python|DL|NLP,6,AI,5,Intermediate,7,1,94,AI Intern
7894,8.74,HTML|CSS|JS,1,Web Development,4,Advanced,4,5,49,Frontend Intern
7895,9.46,Python|ML|Pandas,4,Machine Learning,3,Intermediate,8,1,35,ML Intern
7896,8.94,C++|DSA,6,AI,2,Advanced,9,1,71,AI Intern
7897,7.11,HTML|CSS|Bootstrap,4,Data Science,3,Advanced,6,4,64,Data Science Intern
7898,8.89,Python|DL|NLP,5,Software Development,2,Beginner,7,3,30,SDE Intern
7899,9.73,HTML|CSS|JS,2,Software Development,4,Beginner,8,4,31,SDE Intern
7900,9.12,React|Node.js,1,Web Development,5,Intermediate,7,5,61,Frontend Intern
7901,8.98,HTML|CSS|JS,2,Data Science,2,Advanced,5,3,84,Data Science Intern
7902,8.28,Python|ML|Data Analysis,3,AI,4,Beginner,9,5,68,AI Intern
7903,7.84,C|C++|DSA,2,AI,3,Advanced,10,5,45,AI Intern
7904,7.84,C++|DSA,3,Web Development,0,Intermediate,10,2,54,Frontend Intern
7905,7.68,Python|DL|NLP,1,AI,1,Beginner,9,4,30,AI Intern
7906,6.21,Python|ML|Pandas,2,Web Development,1,Beginner,6,5,54,Frontend Intern
7907,9.11,Python|DL|NLP,1,Software Development,5,Beginner,5,3,94,SDE Intern
7908,8.82,Python|ML|Pandas,5,Software Development,1,Advanced,8,2,54,SDE Intern
7909,7.01,C|C++|DSA,2,Data Analysis,1,Advanced,9,2,84,Data Analyst Intern
7910,8.34,C|C++|DSA,2,Data Analysis,3,Beginner,8,4,37,Data Analyst Intern
7911,7.93,C|C++|DSA,2,AI,5,Beginner,9,1,90,AI Intern
7912,7.68,Python|AI|Deep Learning,2,Software Development,3,Advanced,6,0,72,SDE Intern
7913,8.25,Python|ML|Data Analysis,2,Machine Learning,1,Advanced,4,3,65,ML Intern
7914,7.16,C|C++|DSA,3,Web Development,5,Intermediate,4,4,95,Full Stack Intern
7915,9.56,Python|DL|NLP,5,Software Development,2,Advanced,10,1,100,SDE Intern
7916,6.76,React|Node.js,2,Software Development,0,Intermediate,8,2,79,SDE Intern
7917,6.33,Python|ML|Data Analysis,1,Data Analysis,5,Advanced,10,1,44,Data Analyst Intern
7918,9.59,Python|ML|Pandas,5,Data Analysis,4,Beginner,4,0,87,Data Analyst Intern
7919,6.24,Python|AI|Deep Learning,4,Machine Learning,2,Beginner,6,4,84,ML Intern
7920,8.7,Python|AI|Deep Learning,4,AI,2,Beginner,8,3,37,AI Intern
7921,9.37,HTML|CSS|Bootstrap,3,Software Development,3,Advanced,9,0,76,SDE Intern
7922,7.23,Python|ML|Data Analysis,1,Data Analysis,4,Intermediate,5,1,100,Data Analyst Intern
7923,9.66,Python|AI|Deep Learning,5,AI,0,Beginner,7,4,31,AI Intern
7924,7.7,Python|ML|Data Analysis,6,AI,0,Intermediate,5,1,77,AI Intern
7925,7.03,Python|SQL|Tableau,3,AI,0,Intermediate,5,4,91,AI Intern
7926,8.27,C++|DSA,3,Data Science,0,Advanced,6,4,79,Data Science Intern
7927,6.23,Python|SQL|Tableau,3,Data Analysis,3,Beginner,8,1,84,Data Analyst Intern
7928,8.89,Python|DL|NLP,4,Web Development,3,Beginner,5,4,48,Frontend Intern
7929,7.97,HTML|CSS|JS,1,Data Science,1,Intermediate,7,2,76,Data Science Intern
7930,8.82,C++|DSA,3,Data Analysis,2,Advanced,10,0,91,Data Analyst Intern
7931,7.89,React|Node.js,3,Data Science,2,Intermediate,10,1,33,Data Science Intern
7932,6.18,Python|DL|NLP,3,Software Development,4,Intermediate,9,2,74,SDE Intern
7933,7.64,Python|DL|NLP,2,Software Development,4,Intermediate,8,0,84,SDE Intern
7934,6.68,HTML|CSS|Bootstrap,4,Machine Learning,4,Beginner,7,3,34,ML Intern
7935,6.27,Python|SQL|Tableau,1,Data Science,1,Beginner,5,3,71,Data Science Intern
7936,7.89,HTML|CSS|JS,2,Software Development,2,Beginner,4,3,31,SDE Intern
7937,9.17,Python|DL|NLP,4,Data Science,1,Beginner,7,2,71,Data Science Intern
7938,7.43,C++|DSA,1,Data Science,4,Intermediate,6,5,64,Data Science Intern
7939,9.61,Python|SQL|Tableau,4,Data Analysis,1,Beginner,10,2,90,Data Analyst Intern
7940,6.66,Python|AI|Deep Learning,6,Data Analysis,3,Intermediate,7,3,99,Data Analyst Intern
7941,6.94,C|C++|DSA,5,Software Development,1,Beginner,8,4,49,SDE Intern
7942,6.09,Python|DL|NLP,6,Data Analysis,3,Advanced,10,1,34,Data Analyst Intern
7943,8.97,Python|ML|Data Analysis,1,Web Development,0,Intermediate,9,5,92,Full Stack Intern
7944,7.26,Python|DL|NLP,2,Data Analysis,2,Advanced,9,1,80,Data Analyst Intern
7945,8.37,C|C++|DSA,4,Web Development,3,Beginner,9,4,80,Full Stack Intern
7946,9.52,HTML|CSS|JS,2,AI,4,Intermediate,4,4,84,AI Intern
7947,9.16,Python|ML|Pandas,2,Data Science,2,Intermediate,4,3,80,Data Science Intern
7948,9.67,HTML|CSS|JS,4,Machine Learning,3,Beginner,9,2,97,ML Intern
7949,9.06,Python|ML|Pandas,1,AI,5,Intermediate,8,1,38,AI Intern
7950,8.11,Python|AI|Deep Learning,5,Software Development,2,Advanced,4,0,59,SDE Intern
7951,7.48,Python|ML|Data Analysis,2,Data Science,0,Intermediate,5,2,87,Data Science Intern
7952,8.64,Python|SQL|Tableau,1,Data Analysis,1,Beginner,7,5,42,Data Analyst Intern
7953,7.94,Python|AI|Deep Learning,1,Machine Learning,3,Beginner,6,0,47,ML Intern
7954,6.27,C++|DSA,2,Machine Learning,3,Beginner,7,4,57,ML Intern
7955,8.26,C++|DSA,1,Data Analysis,3,Advanced,8,1,38,Data Analyst Intern
7956,8.89,React|Node.js,3,Machine Learning,4,Advanced,10,4,94,ML Intern
7957,8.99,Python|AI|Deep Learning,2,Web Development,5,Advanced,9,0,43,Frontend Intern
7958,9.75,Python|SQL|Tableau,4,Web Development,2,Advanced,6,3,68,Frontend Intern
7959,6.88,Python|SQL|Tableau,4,Web Development,5,Intermediate,5,4,82,Frontend Intern
7960,6.81,Python|ML|Pandas,2,Machine Learning,4,Advanced,7,1,72,ML Intern
7961,9.01,Python|ML|Data Analysis,3,Data Analysis,3,Advanced,4,3,50,Data Analyst Intern
7962,8.69,HTML|CSS|JS,1,Data Analysis,3,Intermediate,5,3,33,Data Analyst Intern
7963,6.83,Python|ML|Data Analysis,3,Machine Learning,0,Intermediate,9,2,100,ML Intern
7964,6.78,Python|SQL|Tableau,2,Software Development,4,Advanced,10,3,67,SDE Intern
7965,7.98,HTML|CSS|JS,3,AI,4,Beginner,8,5,76,AI Intern
7966,8.92,Python|ML|Pandas,6,Data Analysis,1,Advanced,9,4,33,Data Analyst Intern
7967,8.63,HTML|CSS|JS,3,Web Development,3,Advanced,5,3,41,Full Stack Intern
7968,6.43,Python|SQL|Tableau,3,Software Development,1,Beginner,6,0,80,SDE Intern
7969,7.22,React|Node.js,3,Data Analysis,2,Advanced,5,1,44,Data Analyst Intern
7970,8.8,Python|SQL|Tableau,3,Web Development,5,Intermediate,9,2,65,Full Stack Intern
7971,9.35,Python|AI|Deep Learning,1,Software Development,2,Intermediate,9,1,97,SDE Intern
7972,7.42,Python|DL|NLP,1,Software Development,2,Beginner,4,0,49,SDE Intern
7973,6.39,Python|SQL|Tableau,2,Machine Learning,4,Advanced,4,5,57,ML Intern
7974,9.71,HTML|CSS|JS,5,Software Development,5,Beginner,10,0,84,SDE Intern
7975,7.72,Python|AI|Deep Learning,1,Software Development,0,Intermediate,5,3,66,SDE Intern
7976,7.21,HTML|CSS|Bootstrap,3,Data Analysis,1,Beginner,6,3,76,Data Analyst Intern
7977,8.87,Python|SQL|Tableau,6,Web Development,5,Intermediate,5,0,48,Frontend Intern
7978,8.31,Python|DL|NLP,3,Machine Learning,5,Intermediate,10,5,84,ML Intern
7979,9.46,HTML|CSS|JS,5,Data Science,4,Advanced,5,0,59,Data Science Intern
7980,6.51,Python|ML|Data Analysis,3,Data Science,5,Beginner,10,0,96,Data Science Intern
7981,7.37,HTML|CSS|JS,6,Data Science,5,Beginner,8,5,97,Data Science Intern
7982,8.86,Python|ML|Data Analysis,1,Software Development,3,Advanced,7,2,52,SDE Intern
7983,7.96,C|C++|DSA,5,Web Development,5,Intermediate,7,3,75,Frontend Intern
7984,7.66,Python|AI|Deep Learning,5,Data Analysis,5,Advanced,6,0,39,Data Analyst Intern
7985,7.75,Python|DL|NLP,3,Data Science,2,Intermediate,10,2,94,Data Science Intern
7986,6.53,Python|DL|NLP,5,Machine Learning,2,Intermediate,5,0,45,ML Intern
7987,7.1,Python|DL|NLP,2,AI,1,Advanced,5,1,65,AI Intern
7988,8.07,Python|DL|NLP,5,AI,1,Intermediate,8,1,97,AI Intern
7989,7.53,React|Node.js,2,Web Development,4,Advanced,6,1,71,Frontend Intern
7990,7.5,Python|SQL|Tableau,5,Machine Learning,3,Advanced,7,5,75,ML Intern
7991,7.07,Python|ML|Data Analysis,5,Machine Learning,5,Beginner,4,3,89,ML Intern
7992,6.96,HTML|CSS|JS,4,Data Science,2,Beginner,6,2,78,Data Science Intern
7993,6.0,React|Node.js,3,Data Science,4,Intermediate,7,2,34,Data Science Intern
7994,6.68,Python|DL|NLP,2,AI,4,Intermediate,4,4,77,AI Intern
7995,7.58,Python|AI|Deep Learning,1,Data Analysis,5,Intermediate,5,2,82,Data Analyst Intern
7996,8.61,React|Node.js,4,Data Science,0,Intermediate,6,1,34,Data Science Intern
7997,8.9,React|Node.js,6,Machine Learning,1,Intermediate,9,3,94,ML Intern
7998,8.66,Python|ML|Data Analysis,2,AI,1,Beginner,5,5,41,AI Intern
7999,7.26,C++|DSA,3,Software Development,0,Advanced,7,5,42,SDE Intern
8000,6.28,Python|AI|Deep Learning,3,Data Analysis,1,Intermediate,5,0,42,Data Analyst Intern
8001,9.07,C|C++|DSA,2,Data Analysis,3,Intermediate,10,0,67,Data Analyst Intern
8002,6.5,C|C++|DSA,6,Machine Learning,4,Advanced,4,5,74,ML Intern
8003,7.04,HTML|CSS|Bootstrap,3,Data Science,4,Intermediate,10,4,97,Data Science Intern
8004,8.58,Python|DL|NLP,1,Machine Learning,1,Intermediate,10,5,77,ML Intern
8005,6.65,C++|DSA,1,Machine Learning,0,Intermediate,8,2,47,ML Intern
8006,8.82,C++|DSA,3,Web Development,4,Beginner,6,0,72,Full Stack Intern
8007,7.75,Python|DL|NLP,2,Web Development,3,Advanced,7,0,85,Frontend Intern
8008,6.89,Python|ML|Data Analysis,3,Web Development,2,Intermediate,7,5,61,Full Stack Intern
8009,9.78,React|Node.js,1,AI,3,Advanced,6,2,100,AI Intern
8010,7.63,C|C++|DSA,2,Data Analysis,0,Beginner,6,1,57,Data Analyst Intern
8011,8.55,Python|SQL|Tableau,3,Data Analysis,3,Intermediate,10,4,54,Data Analyst Intern
8012,9.66,HTML|CSS|JS,6,Data Science,5,Beginner,8,1,73,Data Science Intern
8013,8.14,HTML|CSS|Bootstrap,2,AI,5,Beginner,7,0,84,AI Intern
8014,6.74,Python|ML|Data Analysis,1,Data Analysis,5,Beginner,5,4,35,Data Analyst Intern
8015,6.05,Python|DL|NLP,4,AI,3,Advanced,4,5,98,AI Intern
8016,8.76,C|C++|DSA,1,Software Development,3,Beginner,4,4,46,SDE Intern
8017,6.6,Python|AI|Deep Learning,4,Web Development,0,Advanced,5,3,79,Frontend Intern
8018,6.84,C|C++|DSA,1,AI,0,Intermediate,4,2,81,AI Intern
8019,9.71,Python|SQL|Tableau,3,Web Development,2,Intermediate,8,5,42,Frontend Intern
8020,9.35,Python|SQL|Tableau,4,Machine Learning,3,Advanced,9,5,34,ML Intern
8021,7.02,C++|DSA,4,Software Development,5,Advanced,6,2,63,SDE Intern
8022,9.39,HTML|CSS|Bootstrap,2,Web Development,4,Beginner,8,2,72,Frontend Intern
8023,8.9,C|C++|DSA,2,Machine Learning,2,Beginner,7,4,70,ML Intern
8024,7.64,HTML|CSS|Bootstrap,2,Web Development,5,Beginner,9,4,85,Full Stack Intern
8025,9.6,React|Node.js,5,AI,3,Advanced,10,5,64,AI Intern
8026,8.37,HTML|CSS|JS,5,Data Science,1,Beginner,8,2,91,Data Science Intern
8027,7.42,Python|ML|Data Analysis,2,Data Analysis,3,Intermediate,9,5,65,Data Analyst Intern
8028,8.89,Python|DL|NLP,4,AI,0,Beginner,5,3,73,AI Intern
8029,9.59,React|Node.js,6,Data Analysis,5,Beginner,4,2,30,Data Analyst Intern
8030,8.09,HTML|CSS|Bootstrap,4,Machine Learning,0,Beginner,4,2,97,ML Intern
8031,6.36,HTML|CSS|Bootstrap,4,Data Science,5,Beginner,8,1,45,Data Science Intern
8032,6.83,React|Node.js,2,AI,3,Intermediate,4,4,92,AI Intern
8033,6.44,Python|SQL|Tableau,4,Data Analysis,3,Intermediate,8,2,48,Data Analyst Intern
8034,9.16,Python|AI|Deep Learning,5,AI,5,Beginner,10,4,77,AI Intern
8035,7.37,Python|DL|NLP,4,Data Science,5,Intermediate,9,3,43,Data Science Intern
8036,8.06,Python|DL|NLP,2,Data Analysis,2,Advanced,5,4,67,Data Analyst Intern
8037,8.71,Python|AI|Deep Learning,2,Data Analysis,1,Beginner,8,5,68,Data Analyst Intern
8038,8.18,Python|SQL|Tableau,3,Machine Learning,5,Beginner,8,5,86,ML Intern
8039,6.29,React|Node.js,4,AI,3,Intermediate,9,5,39,AI Intern
8040,8.21,React|Node.js,5,Software Development,3,Intermediate,10,1,69,SDE Intern
8041,8.47,C|C++|DSA,5,Software Development,2,Beginner,9,1,30,SDE Intern
8042,6.21,C++|DSA,1,Data Science,3,Advanced,10,3,83,Data Science Intern
8043,8.18,Python|AI|Deep Learning,6,Data Analysis,5,Intermediate,9,4,98,Data Analyst Intern
8044,9.61,Python|ML|Pandas,3,Data Analysis,5,Intermediate,4,2,58,Data Analyst Intern
8045,8.5,C|C++|DSA,2,Web Development,0,Intermediate,9,3,37,Frontend Intern
8046,7.17,Python|ML|Pandas,1,Data Analysis,0,Advanced,5,0,35,Data Analyst Intern
8047,8.46,Python|AI|Deep Learning,2,Web Development,2,Intermediate,6,2,100,Full Stack Intern
8048,9.74,HTML|CSS|JS,1,Machine Learning,0,Beginner,5,0,45,ML Intern
8049,6.82,Python|ML|Pandas,1,Software Development,1,Advanced,4,1,48,SDE Intern
8050,9.59,Python|AI|Deep Learning,4,Machine Learning,4,Intermediate,8,3,44,ML Intern
8051,6.27,Python|DL|NLP,6,Data Science,0,Advanced,4,1,86,Data Science Intern
8052,7.49,Python|SQL|Tableau,6,Data Science,3,Intermediate,5,4,43,Data Science Intern
8053,9.0,HTML|CSS|JS,3,Machine Learning,3,Intermediate,6,2,88,ML Intern
8054,9.38,Python|DL|NLP,3,Data Analysis,0,Beginner,8,1,88,Data Analyst Intern
8055,7.11,HTML|CSS|JS,2,AI,0,Advanced,6,4,39,AI Intern
8056,6.88,Python|SQL|Tableau,5,Machine Learning,0,Intermediate,10,0,100,ML Intern
8057,8.86,HTML|CSS|Bootstrap,5,Data Science,4,Intermediate,8,3,69,Data Science Intern
8058,8.16,React|Node.js,2,Data Science,3,Beginner,6,3,75,Data Science Intern
8059,8.18,React|Node.js,3,Machine Learning,4,Intermediate,7,2,33,ML Intern
8060,8.52,React|Node.js,3,AI,0,Intermediate,8,5,74,AI Intern
8061,7.98,Python|ML|Data Analysis,2,Web Development,5,Intermediate,9,0,38,Full Stack Intern
8062,6.01,HTML|CSS|Bootstrap,6,Data Analysis,0,Beginner,9,0,39,Data Analyst Intern
8063,6.54,C|C++|DSA,2,Machine Learning,0,Intermediate,10,1,65,ML Intern
8064,7.29,C++|DSA,5,Data Analysis,0,Intermediate,6,4,44,Data Analyst Intern
8065,8.73,Python|ML|Data Analysis,2,AI,4,Advanced,7,1,47,AI Intern
8066,7.84,Python|SQL|Tableau,4,Software Development,2,Advanced,5,3,75,SDE Intern
8067,9.14,Python|AI|Deep Learning,6,Machine Learning,1,Advanced,4,1,98,ML Intern
8068,9.43,Python|AI|Deep Learning,4,Data Science,2,Advanced,10,2,79,Data Science Intern
8069,9.19,Python|ML|Pandas,6,Data Analysis,4,Advanced,5,2,78,Data Analyst Intern
8070,6.97,Python|DL|NLP,2,Machine Learning,4,Advanced,6,0,92,ML Intern
8071,9.25,React|Node.js,4,Data Science,3,Advanced,9,5,30,Data Science Intern
8072,7.07,HTML|CSS|Bootstrap,6,Data Analysis,1,Beginner,10,3,73,Data Analyst Intern
8073,9.54,Python|ML|Data Analysis,6,Machine Learning,2,Beginner,6,0,97,ML Intern
8074,6.56,Python|AI|Deep Learning,5,Web Development,4,Intermediate,5,4,38,Frontend Intern
8075,9.57,C++|DSA,1,AI,1,Intermediate,5,2,78,AI Intern
8076,6.25,C|C++|DSA,3,Web Development,2,Intermediate,8,0,53,Full Stack Intern
8077,7.27,React|Node.js,6,Software Development,1,Beginner,4,1,81,SDE Intern
8078,6.84,Python|ML|Pandas,5,Data Science,4,Intermediate,5,2,53,Data Science Intern
8079,9.39,Python|AI|Deep Learning,1,Data Science,3,Advanced,6,2,67,Data Science Intern
8080,6.44,C++|DSA,2,Data Science,0,Beginner,8,2,78,Data Science Intern
8081,8.69,HTML|CSS|JS,5,Data Analysis,5,Beginner,4,4,68,Data Analyst Intern
8082,9.44,C|C++|DSA,3,Web Development,1,Intermediate,7,5,47,Frontend Intern
8083,7.71,React|Node.js,2,Web Development,4,Beginner,8,5,94,Full Stack Intern
8084,7.18,Python|DL|NLP,2,Web Development,5,Advanced,7,3,46,Full Stack Intern
8085,7.95,Python|ML|Pandas,4,Software Development,3,Advanced,6,2,68,SDE Intern
8086,9.66,Python|SQL|Tableau,1,Web Development,0,Advanced,9,0,96,Frontend Intern
8087,8.96,HTML|CSS|JS,6,Software Development,5,Beginner,5,1,66,SDE Intern
8088,7.5,C++|DSA,2,Machine Learning,1,Intermediate,8,2,55,ML Intern
8089,9.26,HTML|CSS|Bootstrap,6,Data Analysis,5,Intermediate,6,3,43,Data Analyst Intern
8090,9.7,Python|AI|Deep Learning,5,Web Development,0,Beginner,10,5,46,Frontend Intern
8091,8.65,C|C++|DSA,4,Data Science,3,Intermediate,5,3,56,Data Science Intern
8092,7.34,C++|DSA,6,Software Development,3,Intermediate,10,4,74,SDE Intern
8093,8.14,Python|SQL|Tableau,2,Data Science,0,Advanced,5,0,62,Data Science Intern
8094,9.36,Python|DL|NLP,2,Data Science,2,Intermediate,8,5,96,Data Science Intern
8095,8.01,Python|ML|Pandas,6,Machine Learning,5,Advanced,5,0,40,ML Intern
8096,6.47,HTML|CSS|Bootstrap,6,Software Development,5,Beginner,9,0,72,SDE Intern
8097,7.68,HTML|CSS|Bootstrap,6,AI,1,Advanced,4,2,48,AI Intern
8098,8.12,Python|ML|Data Analysis,3,Software Development,5,Beginner,7,2,33,SDE Intern
8099,9.47,Python|ML|Data Analysis,3,AI,1,Beginner,4,0,31,AI Intern
8100,6.93,Python|AI|Deep Learning,1,Web Development,1,Advanced,4,4,33,Full Stack Intern
8101,7.55,C++|DSA,3,Data Analysis,2,Intermediate,8,0,64,Data Analyst Intern
8102,6.61,Python|AI|Deep Learning,2,Data Science,2,Beginner,10,4,46,Data Science Intern
8103,6.73,Python|DL|NLP,4,Machine Learning,5,Advanced,8,0,85,ML Intern
8104,8.46,React|Node.js,5,Software Development,4,Beginner,7,2,42,SDE Intern
8105,7.77,Python|DL|NLP,4,Software Development,0,Advanced,7,0,88,SDE Intern
8106,8.82,Python|DL|NLP,2,Data Analysis,3,Intermediate,4,2,72,Data Analyst Intern
8107,8.96,Python|ML|Pandas,5,Data Analysis,4,Beginner,4,2,44,Data Analyst Intern
8108,7.41,Python|AI|Deep Learning,3,Data Analysis,3,Advanced,8,3,69,Data Analyst Intern
8109,8.61,HTML|CSS|JS,2,Machine Learning,2,Beginner,6,1,61,ML Intern
8110,8.96,Python|DL|NLP,3,AI,1,Intermediate,6,0,31,AI Intern
8111,7.23,C|C++|DSA,4,Data Analysis,5,Beginner,7,5,47,Data Analyst Intern
8112,6.42,Python|ML|Pandas,6,Web Development,0,Beginner,6,5,38,Frontend Intern
8113,6.94,Python|ML|Data Analysis,3,Software Development,0,Beginner,5,0,89,SDE Intern
8114,7.17,Python|SQL|Tableau,1,AI,4,Advanced,10,5,85,AI Intern
8115,6.05,Python|ML|Data Analysis,1,Software Development,3,Advanced,5,4,61,SDE Intern
8116,7.88,HTML|CSS|JS,3,Web Development,2,Advanced,10,2,81,Frontend Intern
8117,8.86,C|C++|DSA,5,Web Development,1,Advanced,7,2,96,Full Stack Intern
8118,6.79,HTML|CSS|JS,1,Data Analysis,3,Beginner,8,4,54,Data Analyst Intern
8119,8.37,Python|ML|Data Analysis,4,Data Science,1,Beginner,7,0,67,Data Science Intern
8120,8.98,C|C++|DSA,4,Data Science,1,Intermediate,7,2,55,Data Science Intern
8121,8.66,Python|ML|Data Analysis,5,AI,0,Intermediate,6,1,72,AI Intern
8122,7.95,Python|ML|Pandas,5,Data Science,0,Intermediate,6,4,42,Data Science Intern
8123,6.75,Python|DL|NLP,2,Machine Learning,5,Intermediate,7,2,78,ML Intern
8124,7.83,Python|SQL|Tableau,6,Data Analysis,0,Intermediate,9,1,86,Data Analyst Intern
8125,6.1,C|C++|DSA,1,Software Development,3,Beginner,8,1,46,SDE Intern
8126,6.16,C++|DSA,4,AI,1,Intermediate,6,2,64,AI Intern
8127,7.32,C|C++|DSA,2,Software Development,0,Beginner,10,2,82,SDE Intern
8128,7.76,HTML|CSS|JS,5,Machine Learning,4,Intermediate,8,5,79,ML Intern
8129,9.43,HTML|CSS|JS,3,Data Analysis,3,Advanced,10,1,34,Data Analyst Intern
8130,7.61,HTML|CSS|JS,3,Machine Learning,4,Advanced,8,0,37,ML Intern
8131,9.17,HTML|CSS|JS,6,Data Analysis,2,Beginner,4,1,87,Data Analyst Intern
8132,6.07,Python|AI|Deep Learning,2,Web Development,0,Intermediate,5,5,63,Full Stack Intern
8133,7.73,HTML|CSS|Bootstrap,2,Web Development,5,Beginner,9,4,95,Full Stack Intern
8134,9.45,Python|AI|Deep Learning,2,Data Analysis,5,Advanced,4,4,56,Data Analyst Intern
8135,6.01,Python|DL|NLP,6,Machine Learning,1,Advanced,9,5,94,ML Intern
8136,7.64,Python|AI|Deep Learning,2,Data Analysis,2,Advanced,4,0,81,Data Analyst Intern
8137,7.08,HTML|CSS|Bootstrap,6,Data Analysis,1,Advanced,7,4,75,Data Analyst Intern
8138,7.8,C++|DSA,6,AI,1,Intermediate,5,0,42,AI Intern
8139,8.51,Python|SQL|Tableau,1,Software Development,1,Intermediate,7,0,73,SDE Intern
8140,9.76,React|Node.js,1,Machine Learning,5,Intermediate,9,2,32,ML Intern
8141,9.46,HTML|CSS|Bootstrap,3,Machine Learning,3,Advanced,6,4,79,ML Intern
8142,7.26,Python|ML|Data Analysis,6,Web Development,3,Intermediate,6,2,85,Full Stack Intern
8143,9.38,C++|DSA,6,Machine Learning,0,Advanced,10,0,83,ML Intern
8144,7.72,Python|SQL|Tableau,3,Machine Learning,3,Beginner,9,1,52,ML Intern
8145,9.53,HTML|CSS|Bootstrap,2,Machine Learning,5,Beginner,5,0,35,ML Intern
8146,6.5,Python|ML|Pandas,6,Data Analysis,0,Intermediate,6,0,44,Data Analyst Intern
8147,8.26,Python|SQL|Tableau,3,Web Development,2,Intermediate,5,5,81,Full Stack Intern
8148,6.46,C++|DSA,2,Software Development,4,Advanced,6,0,67,SDE Intern
8149,7.33,C|C++|DSA,1,AI,5,Advanced,10,3,76,AI Intern
8150,8.94,React|Node.js,4,Software Development,0,Intermediate,5,0,44,SDE Intern
8151,9.42,C|C++|DSA,4,Software Development,1,Advanced,10,2,91,SDE Intern
8152,7.73,HTML|CSS|JS,4,Web Development,5,Advanced,7,2,82,Frontend Intern
8153,9.03,C|C++|DSA,4,Data Science,1,Advanced,8,5,84,Data Science Intern
8154,8.41,C++|DSA,5,Software Development,2,Advanced,9,4,59,SDE Intern
8155,8.21,Python|ML|Data Analysis,3,Machine Learning,3,Beginner,9,1,61,ML Intern
8156,7.95,Python|DL|NLP,3,Software Development,1,Advanced,8,4,50,SDE Intern
8157,9.49,Python|AI|Deep Learning,5,Web Development,5,Advanced,10,2,46,Frontend Intern
